
Stock 0
133.880005	133.880005	133.880005	133.880005	133.880005	133.880005	133.880005	133.880005	133.880005	133.880005	133.880005	
136.1352484322493	134.7699701404762	137.61526864188616	134.8010242047966	131.8093580328643	134.58151517169526	133.2676697120079	135.96212804712187	129.5591725337396	136.5627238828688	143.050003	
135.31526572250655	134.20807301396906	138.768611128319	136.20792595728685	131.0147381470641	138.08870319201387	130.93490807468817	134.79065954174965	132.24706303392512	137.37852343913906	134.733994	
138.9160164685327	134.31007674619715	137.12821584152653	132.87855790542187	131.40003769040655	138.03821144536573	129.15126477401787	131.37425428366595	132.33799270603853	133.80629395351966	136.5	
139.82541160415497	133.3647331012541	136.57169355662805	137.8434305246356	131.06580107571943	133.71438428179033	130.092033933489	133.71678928905646	135.21997165942986	134.10812126576388	139.0	
136.35159394178407	133.35818038723502	138.20737895052432	135.19883948704026	128.51927996869927	134.8616741783344	131.94522010520052	135.30569974141565	134.546607719727	133.2637669854327	133.75	
134.9266408223268	130.5255724743252	135.62239733671902	134.75647704962265	128.95496552944005	134.71077784857732	125.92018918500192	133.97990920765022	137.93135431619697	133.26094723129054	137.25	
137.12836385336715	130.78795228145398	134.05085305705254	128.89715047745244	127.41231000373259	134.72722599959613	127.28289269459808	133.0436622062612	136.05222613147737	132.33211416677602	135.679993	
139.65425144484925	129.13309383032473	134.4292087788902	129.39011620963512	130.63664861188545	136.44152721471207	131.99146567860052	133.24842499377374	135.3451596332728	132.70064210491722	137.300003	
139.84845606811962	130.63239553971377	134.59153917806765	127.13452398680741	127.1870358800406	137.79474931944412	135.16512744636935	132.89280433605947	129.89759156959104	136.70628759063155	140.380005	
138.82312760523212	133.123132654088	135.23148055630045	131.0896836718689	125.32067691752718	142.87961482443538	139.05251041051696	137.78109866248073	131.92591757629418	138.25748909646077	131.770004	
137.66137253440576	134.10495162844845	133.2323558745204	131.28161541043258	126.70723374121016	144.6169550275147	137.35255138269082	138.04561740548363	133.57943883793993	138.44536572523126	130.649994	
